id,province,city_id,city,district,subdistrict
374,Jawa Barat,78,Kabupaten Bogor,Ciawi,Jambu Luwuk
375,Jawa Barat,78,Kabupaten Bogor,Ciawi,Pandansari
376,Jawa Barat,78,Kabupaten Bogor,Ciawi,Teluk Pinang
377,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Cibinong
378,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Cirimekar
379,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Ciriung
380,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Harapan Jaya
381,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Karadenan
382,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Nanggewer
383,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Nanggewer Mekar
384,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Pabuaran
385,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Pakansari
386,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Pondok Rajeg
387,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Sukahati
388,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Tengah
389,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cemplang
390,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Ciaruteun Ilir
391,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Ciaruteun Udik
392,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cibatok 1
393,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cibatok 2
394,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cijujung
395,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cimanggu 1
396,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Cimanggu 2
397,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Dukuh
398,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Galuga
399,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Girimulya
400,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Leuweung Kolot
401,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Situ Ilir
402,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Situ Udik
403,Jawa Barat,78,Kabupaten Bogor,Cibungbulang,Sukamaju
404,Jawa Barat,78,Kabupaten Bogor,Cigombong,Ciadeg
405,Jawa Barat,78,Kabupaten Bogor,Cigombong,Ciburayut
406,Jawa Barat,78,Kabupaten Bogor,Cigombong,Ciburuy
407,Jawa Barat,78,Kabupaten Bogor,Cigombong,Cigombong
408,Jawa Barat,78,Kabupaten Bogor,Cigombong,Cisalada
409,Jawa Barat,78,Kabupaten Bogor,Cigombong,Pasirjaya
410,Jawa Barat,78,Kabupaten Bogor,Cigombong,Srogol
411,Jawa Barat,78,Kabupaten Bogor,Cigombong,Tugujaya
412,Jawa Barat,78,Kabupaten Bogor,Cigombong,Watesjaya
413,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Argapura
414,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Bangunjaya
415,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Banyu Asih
416,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Banyu Resmi
417,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Banyu Wangi
418,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Batu Jajar
419,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Bunar
420,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Cigudeg
421,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Cintamanik
422,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Mekarjaya
423,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Rengasjajar
424,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Sukamaju
425,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Sukaraksa
426,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Tegalega
427,Jawa Barat,78,Kabupaten Bogor,Cigudeg,Wargajaya
428,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Cibalung
429,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Cijeruk
430,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Cipelang
431,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Cipicung
432,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Palasari
433,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Sukaharja
434,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Tajur Halang
435,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Tanjung Sari
436,Jawa Barat,78,Kabupaten Bogor,Cijeruk,Warung Menteng
437,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Cileungsi
438,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Cileungsi Kidul
439,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Cipenjo
440,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Cipeucang
441,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Dayeuh
442,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Gandoang
443,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Jatisari
444,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Limus Nunggal
445,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Mampir
446,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Mekarsari
447,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Pasir Angin
448,Jawa Barat,78,Kabupaten Bogor,Cileungsi,Setu Sari
449,Jawa Barat,78,Kabupaten Bogor,Ciomas,Ciapus
450,Jawa Barat,78,Kabupaten Bogor,Ciomas,Ciomas
451,Jawa Barat,78,Kabupaten Bogor,Ciomas,Ciomas Rahayu
452,Jawa Barat,78,Kabupaten Bogor,Ciomas,Kota Batu
453,Jawa Barat,78,Kabupaten Bogor,Ciomas,Laladon
454,Jawa Barat,78,Kabupaten Bogor,Ciomas,Mekarjaya
455,Jawa Barat,78,Kabupaten Bogor,Ciomas,Pagelaran
456,Jawa Barat,78,Kabupaten Bogor,Ciomas,Parakan
457,Jawa Barat,78,Kabupaten Bogor,Ciomas,Sukaharja
458,Jawa Barat,78,Kabupaten Bogor,Ciomas,Sukamakmur
459,Jawa Barat,78,Kabupaten Bogor,Ciomas,Padasuka
460,Jawa Barat,78,Kabupaten Bogor,Cisarua,Batu Layang
461,Jawa Barat,78,Kabupaten Bogor,Cisarua,Cibeureum
462,Jawa Barat,78,Kabupaten Bogor,Cisarua,Cilember
463,Jawa Barat,78,Kabupaten Bogor,Cisarua,Citeko
464,Jawa Barat,78,Kabupaten Bogor,Cisarua,Jogjogan
465,Jawa Barat,78,Kabupaten Bogor,Cisarua,Kopo
466,Jawa Barat,78,Kabupaten Bogor,Cisarua,Leuwimalang
467,Jawa Barat,78,Kabupaten Bogor,Cisarua,Tugu Selatan
468,Jawa Barat,78,Kabupaten Bogor,Cisarua,Tugu Utara
469,Jawa Barat,78,Kabupaten Bogor,Cisarua,Cisarua
470,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Babakan
471,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Cibeuteung Muara
472,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Cibeuteung Udik
473,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Cibentang
474,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Cihoe
475,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Ciseeng
476,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Karihkil
477,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Kuripan
478,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Parigi Mekar
479,Jawa Barat,78,Kabupaten Bogor,Ciseeng,Putat Nutug
480,Jawa Barat,78,Kabupaten Bogor,Citeureup,Citeureup
481,Jawa Barat,78,Kabupaten Bogor,Citeureup,Gunung Sari
482,Jawa Barat,78,Kabupaten Bogor,Citeureup,Hambalang
483,Jawa Barat,78,Kabupaten Bogor,Citeureup,Karang Asem Timur
484,Jawa Barat,78,Kabupaten Bogor,Citeureup,Leuwinutug
485,Jawa Barat,78,Kabupaten Bogor,Citeureup,Pasir Mukti
486,Jawa Barat,78,Kabupaten Bogor,Citeureup,Puspasari
487,Jawa Barat,78,Kabupaten Bogor,Citeureup,Sanja
488,Jawa Barat,78,Kabupaten Bogor,Citeureup,Sukahati
489,Jawa Barat,78,Kabupaten Bogor,Citeureup,Tajur
490,Jawa Barat,78,Kabupaten Bogor,Citeureup,Tangkil
491,Jawa Barat,78,Kabupaten Bogor,Citeureup,Tarikolot
492,Jawa Barat,78,Kabupaten Bogor,Citeureup,Karang Asem Barat
493,Jawa Barat,78,Kabupaten Bogor,Citeureup,Puspanegara
494,Jawa Barat,78,Kabupaten Bogor,Dramaga,Babakan
495,Jawa Barat,78,Kabupaten Bogor,Dramaga,Ciherang
496,Jawa Barat,78,Kabupaten Bogor,Dramaga,Cikarawang
497,Jawa Barat,78,Kabupaten Bogor,Dramaga,Dramaga
498,Jawa Barat,78,Kabupaten Bogor,Dramaga,Neglasari
499,Jawa Barat,78,Kabupaten Bogor,Dramaga,Petir
500,Jawa Barat,78,Kabupaten Bogor,Dramaga,Purwasari
501,Jawa Barat,78,Kabupaten Bogor,Dramaga,Sinar Sari
502,Jawa Barat,78,Kabupaten Bogor,Dramaga,Sukadamai
503,Jawa Barat,78,Kabupaten Bogor,Dramaga,Sukawening
504,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Bojong Kulur
505,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Bojong Nangka
506,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Ciangsana
507,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Cicadas
508,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Cikeas Udik
509,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Gunung Putri
510,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Karanggan
511,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Nagrak
512,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Tlajung Udik
513,Jawa Barat,78,Kabupaten Bogor,Gunung Putri,Wanaherang
514,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Cibadung
515,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Cibinong
516,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Cidokom
517,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Curug
518,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Gunungsindur
519,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Jampang
520,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Pabuaran
521,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Padurenan
522,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Pengasinan
523,Jawa Barat,78,Kabupaten Bogor,Gunungsindur,Rawakalong
524,Jawa Barat,78,Kabupaten Bogor,Jasinga,Bagoang
525,Jawa Barat,78,Kabupaten Bogor,Jasinga,Barengkok
526,Jawa Barat,78,Kabupaten Bogor,Jasinga,Cikopomayak
527,Jawa Barat,78,Kabupaten Bogor,Jasinga,Curug
528,Jawa Barat,78,Kabupaten Bogor,Jasinga,Jasinga
529,Jawa Barat,78,Kabupaten Bogor,Jasinga,Jugala Jaya
530,Jawa Barat,78,Kabupaten Bogor,Jasinga,Kalongsawah
531,Jawa Barat,78,Kabupaten Bogor,Jasinga,Koleang
532,Jawa Barat,78,Kabupaten Bogor,Jasinga,Neglasari
533,Jawa Barat,78,Kabupaten Bogor,Jasinga,Pamagersari
534,Jawa Barat,78,Kabupaten Bogor,Jasinga,Pangaur
535,Jawa Barat,78,Kabupaten Bogor,Jasinga,Pangradin
536,Jawa Barat,78,Kabupaten Bogor,Jasinga,Sipak
537,Jawa Barat,78,Kabupaten Bogor,Jasinga,Setu
538,Jawa Barat,78,Kabupaten Bogor,Jasinga,Tegal Wangi
539,Jawa Barat,78,Kabupaten Bogor,Jasinga,Wirajaya
540,Jawa Barat,78,Kabupaten Bogor,Jonggol,Balekambang
541,Jawa Barat,78,Kabupaten Bogor,Jonggol,Bendungan
542,Jawa Barat,78,Kabupaten Bogor,Jonggol,Cibodas
543,Jawa Barat,78,Kabupaten Bogor,Jonggol,Singajaya
544,Jawa Barat,78,Kabupaten Bogor,Jonggol,Singasari
545,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sirnagalih
546,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukagalih
547,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukajaya
548,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukamaju
549,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukamanah
550,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukanegara
551,Jawa Barat,78,Kabupaten Bogor,Jonggol,Sukasirna
552,Jawa Barat,78,Kabupaten Bogor,Jonggol,Weninggalih
553,Jawa Barat,78,Kabupaten Bogor,Jonggol,Jonggol
554,Jawa Barat,78,Kabupaten Bogor,Kemang,Bojong
555,Jawa Barat,78,Kabupaten Bogor,Kemang,Jampang
556,Jawa Barat,78,Kabupaten Bogor,Kemang,Kemang
557,Jawa Barat,78,Kabupaten Bogor,Kemang,Pabuaran
558,Jawa Barat,78,Kabupaten Bogor,Kemang,Parakan Jaya
559,Jawa Barat,78,Kabupaten Bogor,Kemang,Pondok Udik
560,Jawa Barat,78,Kabupaten Bogor,Kemang,Semplak Barat
561,Jawa Barat,78,Kabupaten Bogor,Kemang,Tegal
562,Jawa Barat,78,Kabupaten Bogor,Kemang,Atang Senjaya
563,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Bantar Jati
564,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Bojong
565,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Cikahuripan
566,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Kembang Kuning
567,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Klapanunggal
568,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Leuwikaret
569,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Ligarmukti
570,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Lulut
571,Jawa Barat,78,Kabupaten Bogor,Klapanunggal,Nambo
572,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Barengkok
573,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Cibeber I
574,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Cibeber II
575,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Karacak
576,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Karyasari
577,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Karehkel
578,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Leuwiliang
579,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Leuwimekar
580,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Pabangbon
581,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Purasari
582,Jawa Barat,78,Kabupaten Bogor,Leuwiliang,Puraseda
583,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Babakan Sadeng
584,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Kalong I
585,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Kalong II
586,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Leuwisadeng
587,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Sadeng
588,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Sadengkolot
589,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Sibanteng
590,Jawa Barat,78,Kabupaten Bogor,Leuwisadeng,Wangun Jaya
591,Jawa Barat,78,Kabupaten Bogor,Megamendung,Cipayung Datar
592,Jawa Barat,78,Kabupaten Bogor,Megamendung,Cipayung Girang
593,Jawa Barat,78,Kabupaten Bogor,Megamendung,Gadog
594,Jawa Barat,78,Kabupaten Bogor,Megamendung,Kuta
595,Jawa Barat,78,Kabupaten Bogor,Megamendung,Megamendung
596,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukagalih
597,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukakarya
598,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukamahi
599,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukamaju
600,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukamanah
601,Jawa Barat,78,Kabupaten Bogor,Megamendung,Sukaresmi
602,Jawa Barat,78,Kabupaten Bogor,Nanggung,Bantar Karet
603,Jawa Barat,78,Kabupaten Bogor,Nanggung,Cisarua
604,Jawa Barat,78,Kabupaten Bogor,Nanggung,Curug Bitung
605,Jawa Barat,78,Kabupaten Bogor,Nanggung,Hambaro
606,Jawa Barat,78,Kabupaten Bogor,Nanggung,Kalong Liud
607,Jawa Barat,78,Kabupaten Bogor,Nanggung,Malasari
608,Jawa Barat,78,Kabupaten Bogor,Nanggung,Nanggung
609,Jawa Barat,78,Kabupaten Bogor,Nanggung,Pangkal Jaya
610,Jawa Barat,78,Kabupaten Bogor,Nanggung,Parakan Muncang
611,Jawa Barat,78,Kabupaten Bogor,Nanggung,Sukaluyu
612,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Ciasihan
613,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Ciasmara
614,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Cibening
615,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Cibitung Kulon
616,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Cibitung Wetan
617,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Cibunian
618,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Cimayang
619,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Gunung Bunder
620,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Gunung Bunder II
621,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Gunung Menyan
622,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Gunung Picung
623,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Gunung Sari
624,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Pamijahan
625,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Pasarean
626,Jawa Barat,78,Kabupaten Bogor,Pamijahan,Purwabakti
627,Jawa Barat,78,Kabupaten Bogor,Parung,Bojong Indah
628,Jawa Barat,78,Kabupaten Bogor,Parung,Bojong Sempu
629,Jawa Barat,78,Kabupaten Bogor,Parung,Cogreg
630,Jawa Barat,78,Kabupaten Bogor,Parung,Iwul
631,Jawa Barat,78,Kabupaten Bogor,Parung,Jabon Mekar
632,Jawa Barat,78,Kabupaten Bogor,Parung,Pamegarsari
633,Jawa Barat,78,Kabupaten Bogor,Parung,Parung
634,Jawa Barat,78,Kabupaten Bogor,Parung,Waru
635,Jawa Barat,78,Kabupaten Bogor,Parung,Warujaya
636,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Cibunar
637,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Cikuda
638,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Dago
639,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Gintung Cilejet
640,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Gorowong
641,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Jagabaya
642,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Jagabita
643,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Kabasiran
644,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Lumpang
645,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Parung Panjang
646,Jawa Barat,78,Kabupaten Bogor,Parung Panjang,Pingku
647,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Bantarjaya
648,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Bantarsari
649,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Candali
650,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Cimulang
651,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Mekarsari
652,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Pasirgaok
653,Jawa Barat,78,Kabupaten Bogor,Rancabungur,Rancabungur
654,Jawa Barat,78,Kabupaten Bogor,Rumpin,Cibodas
655,Jawa Barat,78,Kabupaten Bogor,Rumpin,Cidokom
656,Jawa Barat,78,Kabupaten Bogor,Rumpin,Cipinang
657,Jawa Barat,78,Kabupaten Bogor,Rumpin,Gobang
658,Jawa Barat,78,Kabupaten Bogor,Rumpin,Kampung Sawah
659,Jawa Barat,78,Kabupaten Bogor,Rumpin,Kertajaya
660,Jawa Barat,78,Kabupaten Bogor,Rumpin,Leuwibatu
661,Jawa Barat,78,Kabupaten Bogor,Rumpin,Mekar Jaya
662,Jawa Barat,78,Kabupaten Bogor,Rumpin,Mekar Sari
663,Jawa Barat,78,Kabupaten Bogor,Rumpin,Rabak
664,Jawa Barat,78,Kabupaten Bogor,Rumpin,Rumpin
665,Jawa Barat,78,Kabupaten Bogor,Rumpin,Sukamulya
666,Jawa Barat,78,Kabupaten Bogor,Rumpin,Sukasari
667,Jawa Barat,78,Kabupaten Bogor,Rumpin,Taman Sari
668,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Cileuksa
669,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Cisarua
670,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Harkatjaya
671,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Kiarapandak
672,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Kiarasari
673,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Pasir Madang
674,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Sipayung
675,Jawa Barat,78,Kabupaten Bogor,Sukajaya,Sukamulih
676,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Cibadak
677,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Pabuaran
678,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sirnajaya
679,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukadamai
680,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukaharja
681,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukamakmur
682,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukamulya
683,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukaresmi
684,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Sukawangi
685,Jawa Barat,78,Kabupaten Bogor,Sukamakmur,Wargajaya
686,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cadas Ngampar
687,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cibanon
688,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cijujung
689,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cikeas
690,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cilebut Barat
691,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cilebut Timur
692,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Cimandala
693,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Gunung Geulis
694,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Nagrak
695,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Pasir Jambu
696,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Pasirlaja
697,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Sukaraja
698,Jawa Barat,78,Kabupaten Bogor,Sukaraja,Sukatani
699,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Citayam
700,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Kalisuren
701,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Nanggerang
702,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Sasak Panjang
703,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Sukmajaya
704,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Tajurhalang
705,Jawa Barat,78,Kabupaten Bogor,Tajurhalang,Tonjong
706,Jawa Barat,78,Kabupaten Bogor,Tamansari,Pasireurih
707,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sirnagalih
708,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sukajadi
709,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sukajaya
710,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sukaluyu
711,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sukamantri
712,Jawa Barat,78,Kabupaten Bogor,Tamansari,Sukaresmi
713,Jawa Barat,78,Kabupaten Bogor,Tamansari,Tamansari
714,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Antajaya
715,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Buanajaya
716,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Cibadak
717,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Pasir Tanjung
718,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Selawangi
719,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Sirnarasa
720,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Sirnasari
721,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Sukarasa
722,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Tanjungrasa
723,Jawa Barat,78,Kabupaten Bogor,Tanjungsari,Tanjungsari
724,Jawa Barat,78,Kabupaten Bogor,Tenjo,Babakan
725,Jawa Barat,78,Kabupaten Bogor,Tenjo,Batok
726,Jawa Barat,78,Kabupaten Bogor,Tenjo,Bojong
727,Jawa Barat,78,Kabupaten Bogor,Tenjo,Cilaku
728,Jawa Barat,78,Kabupaten Bogor,Tenjo,Ciomas
729,Jawa Barat,78,Kabupaten Bogor,Tenjo,Singabangsa
730,Jawa Barat,78,Kabupaten Bogor,Tenjo,Singabraja
731,Jawa Barat,78,Kabupaten Bogor,Tenjo,Tapos
732,Jawa Barat,78,Kabupaten Bogor,Tenjo,Tenjo
733,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Cibitung Tengah
734,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Cinangneng
735,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Gunung Malang
736,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Situ Daun
737,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Tapos 1
738,Jawa Barat,78,Kabupaten Bogor,Tenjolaya,Tapos 2
739,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Bojongkaso
740,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Bunisari
741,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Karangsari
742,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Mekarsari
743,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Mulyasari
744,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Neglasari
745,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Sinarlaut
746,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Sukamanah
747,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Tanjungsari
748,Jawa Barat,104,Kabupaten Cianjur,Agrabinta,Wanasari
749,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Bojongpicung
750,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Cibarengkok
751,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Cikondang
752,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Hegarmanah
